emp_no,first_name,last_name,gender,dept_no,dept_name,salary,to_date
211510,Abdelkader,Demir,M,d004,Production,40000,9999-01-01
211517,Rance,Schapiro,F,d003,Human Resources,40000,9999-01-01
211764,Ziyad,Selenyi,M,d005,Development,40000,9999-01-01
211768,Aron,Avouris,F,d008,Research,58343,9999-01-01
211524,Elgin,Xiaoshan,F,d003,Human Resources,40000,9999-01-01
211778,Srinidhi,Zallocco,M,d005,Development,40000,9999-01-01
211901,Oscar,Birjandi,F,d004,Production,41972,9999-01-01
211800,Remzi,Melter,M,d005,Development,46104,9999-01-01
211822,Duangkaew,Ellozy,F,d005,Development,52074,9999-01-01
211925,Christophe,Rodiger,F,d005,Development,49833,9999-01-01
211830,Sandeepan,Grospietsch,F,d003,Human Resources,43062,9999-01-01
211837,Billur,Porotnikoff,M,d006,Quality Management,40000,9999-01-01
211841,Zongyan,Arlazarov,F,d005,Development,50642,9999-01-01
211844,Naftali,Heyers,M,d002,Finance,47449,9999-01-01
211931,Sailaja,Maksimenko,F,d002,Finance,40000,9999-01-01
211854,Eishiro,Rosar,M,d006,Quality Management,40000,9999-01-01
211859,Gill,Krybus,F,d004,Production,42358,9999-01-01
211950,Suzette,Conde,F,d007,Sales,52745,9999-01-01
211872,Hiroyasu,Boudaillier,M,d009,Customer Service,40000,9999-01-01
211875,Venkatesan,Azevdeo,M,d003,Human Resources,55218,9999-01-01
211963,Giao,Janocha,M,d005,Development,65958,9999-01-01
211897,Perry,Lalonde,M,d006,Quality Management,55016,9999-01-01
211975,Chaitali,Rosaz,M,d005,Development,65196,9999-01-01
211978,Ottavia,Ritcey,F,d005,Development,40000,9999-01-01
211984,Nimmagadda,Kalefeld,M,d009,Customer Service,54891,9999-01-01
211990,Lenore,Farrar,M,d008,Research,40000,9999-01-01
212094,Alassane,Schmezko,M,d001,Marketing,40000,9999-01-01
211999,Frederique,Demian,F,d006,Quality Management,44153,9999-01-01
212102,Shahid,Stranks,M,d005,Development,40000,9999-01-01
212112,Radhakrishnan,Fraisse,M,d009,Customer Service,40000,9999-01-01
212113,Leucio,Miara,M,d001,Marketing,47986,9999-01-01
212116,Shir,Leivant,M,d008,Research,58408,9999-01-01
212117,Gill,Hutter,F,d007,Sales,95988,9999-01-01
212125,Xuedong,Rossi,M,d004,Production,40000,9999-01-01
212134,Halsur,Kalloufi,M,d006,Quality Management,40810,9999-01-01
212136,IEEE,Muhlberg,M,d005,Development,40000,9999-01-01
212139,Nikolaus,Norsworthy,M,d008,Research,40000,9999-01-01
212141,Slavian,Leijenhorst,F,d002,Finance,72249,9999-01-01
212157,Shrikanth,Binkley,F,d008,Research,74197,9999-01-01
212159,Hinrich,Heyers,M,d008,Research,40497,9999-01-01
212161,Inderjeet,Lukaszewicz,F,d004,Production,40000,9999-01-01
212168,Licheng,Rathonyi,M,d004,Production,46555,9999-01-01
212171,Valdiodio,Greibach,M,d005,Development,71987,9999-01-01
212178,Alagu,Lodder,F,d007,Sales,60800,9999-01-01
212181,Zhiwei,Sundgren,M,d009,Customer Service,47494,9999-01-01
212191,Narain,Besancenot,F,d004,Production,40000,9999-01-01
212193,Kendra,Sadowski,M,d005,Development,40000,9999-01-01
212009,Shaowen,Boguraev,M,d005,Development,60138,9999-01-01
212205,Golgen,Mungall,M,d005,Development,40616,9999-01-01
212210,Lokesh,Vakili,M,d007,Sales,58893,9999-01-01
212213,Jaideep,Ozery,F,d002,Finance,55352,9999-01-01
212040,Bangqing,Lunt,M,d007,Sales,97847,9999-01-01
212219,Yahiko,Solovay,M,d004,Production,40000,9999-01-01
212243,Kwangho,Guenter,M,d005,Development,50515,9999-01-01
212042,Sigeru,Brizzi,M,d008,Research,46054,9999-01-01
212258,Nevin,Menhardt,M,d004,Production,49374,9999-01-01
212259,Vishu,Slaats,M,d002,Finance,53660,9999-01-01
212260,Hsiangchu,Baek,F,d004,Production,40000,9999-01-01
212050,Manton,Rissland,M,d004,Production,44409,9999-01-01
212268,Stamatina,Asser,F,d005,Development,60046,9999-01-01
212056,Sangeeta,Perna,M,d004,Production,51891,9999-01-01
212064,Tayeb,Constantine,M,d003,Human Resources,63309,9999-01-01
212072,Lorien,Billingsley,F,d004,Production,50871,9999-01-01
212291,Persi,Honiden,F,d005,Development,44783,9999-01-01
212295,Shahid,Lukaszewicz,M,d005,Development,58712,9999-01-01
212479,Serge,Feldhoffer,F,d006,Quality Management,56895,9999-01-01
212307,Leni,Kirkerud,M,d001,Marketing,75603,9999-01-01
212309,Ayakannu,Steinauer,M,d001,Marketing,52827,9999-01-01
212333,Parto,Keirsey,M,d008,Research,47743,9999-01-01
212334,Franziska,Bellmore,F,d006,Quality Management,44884,9999-01-01
212336,Jacqueline,Litzkow,M,d008,Research,51444,9999-01-01
212338,Kamakshi,Leijenhorst,M,d008,Research,50350,9999-01-01
212340,Kokou,Erol,F,d005,Development,40000,9999-01-01
212346,Arve,Akaboshi,F,d004,Production,40000,9999-01-01
212348,Gad,Butterworth,F,d004,Production,40000,9999-01-01
212482,Lubomir,Angiulli,M,d007,Sales,55971,9999-01-01
212355,Ortrun,Lubachevsky,F,d004,Production,55196,9999-01-01
212521,Duangkaew,Borstler,F,d004,Production,40000,9999-01-01
212365,Leon,Champarnaud,M,d007,Sales,86151,9999-01-01
212367,Khatoun,Krider,M,d005,Development,40819,9999-01-01
212409,Youpyo,Litzkow,M,d006,Quality Management,46807,9999-01-01
212522,Amabile,Pavlopoulou,F,d004,Production,57870,9999-01-01
212413,Sanjiv,Limongiello,M,d007,Sales,74133,9999-01-01
212535,Kiyotoshi,Sevcikova,F,d004,Production,40000,9999-01-01
212423,Reinhold,Demke,M,d007,Sales,72970,9999-01-01
212433,Zhensheng,Brodal,F,d004,Production,51420,9999-01-01
212565,Dulce,Meriste,F,d004,Production,43007,9999-01-01
212441,Masaru,Ouhyoung,M,d006,Quality Management,40000,9999-01-01
212567,Marjo,Veeraraghavan,M,d005,Development,40000,9999-01-01
212591,Sigeru,Ravishankar,M,d007,Sales,46201,9999-01-01
212643,Tetsurou,Malinowski,M,d006,Quality Management,46432,9999-01-01
212644,Garnik,Theuretzbacher,M,d007,Sales,81734,9999-01-01
212653,Geoffrey,Nyrup,M,d006,Quality Management,58258,9999-01-01
212602,Tua,Chiodo,F,d005,Development,40000,9999-01-01
212673,Utpal,Mundy,M,d004,Production,40000,9999-01-01
212677,Subbu,Demeyer,M,d004,Production,60964,9999-01-01
212618,Haldun,Anido,M,d001,Marketing,44446,9999-01-01
212687,Tomoyuki,Brlek,F,d002,Finance,41918,9999-01-01
212692,Abdulah,Pardalos,F,d005,Development,47362,9999-01-01
212697,Yongmao,Raney,F,d005,Development,49640,9999-01-01
212699,Aleksander,Bierbaum,M,d004,Production,40000,9999-01-01
212635,Carrsten,Krichel,M,d005,Development,40923,9999-01-01
212706,Fai,Remmers,F,d005,Development,48652,9999-01-01
212723,Haldon,Nooteboom,M,d003,Human Resources,40000,9999-01-01
212826,Leucio,Malabarba,M,d007,Sales,40000,9999-01-01
212726,Frederique,Ramsey,M,d004,Production,40855,9999-01-01
212737,Eckart,Mitchem,F,d007,Sales,72645,9999-01-01
212742,Gal,Melter,F,d002,Finance,69846,9999-01-01
212830,Dines,Lenart,F,d005,Development,44519,9999-01-01
212750,Sajjan,Bednarek,M,d005,Development,41413,9999-01-01
212854,Pranay,Hennings,M,d005,Development,60287,9999-01-01
212758,Phule,Stasinski,F,d004,Production,48546,9999-01-01
212762,Kauko,Lung,M,d009,Customer Service,43095,9999-01-01
212765,Marco,Schaar,F,d008,Research,40000,9999-01-01
212856,Kayoko,Bach,M,d005,Development,40000,9999-01-01
212780,Yuchang,Asser,F,d007,Sales,91383,9999-01-01
212876,Stepehn,Simmel,M,d008,Research,40000,9999-01-01
212796,Troy,Eiron,M,d007,Sales,63375,9999-01-01
212799,Abdelkader,Falby,F,d006,Quality Management,40000,9999-01-01
212800,Lihong,Hardjono,M,d007,Sales,55155,9999-01-01
212806,Keiichiro,Papadias,M,d002,Finance,40000,9999-01-01
212880,Sreekrishna,Hofting,M,d004,Production,45936,9999-01-01
212821,Atreye,Vingron,F,d001,Marketing,57263,9999-01-01
212883,Denis,Hedayat,M,d002,Finance,46739,9999-01-01
212893,Perla,Conti,F,d005,Development,48380,9999-01-01
212902,Shounak,Speckmann,F,d008,Research,51491,9999-01-01
212905,Zhonghui,McClure,M,d004,Production,56433,9999-01-01
212906,Sumant,Menhoudj,M,d004,Production,48271,9999-01-01
213024,Dipankar,Levasseur,M,d004,Production,71898,9999-01-01
213025,Kinh,Nourani,M,d009,Customer Service,40000,9999-01-01
212911,Chiranjit,Griswold,F,d004,Production,54019,9999-01-01
213035,Shuichi,Nitsche,F,d007,Sales,61301,9999-01-01
212917,Weiye,Cesareni,F,d005,Development,40000,9999-01-01
213039,Oldrich,Docker,M,d007,Sales,92281,9999-01-01
213040,Rimon,Coors,F,d005,Development,54828,9999-01-01
213059,Mitchel,Seiwald,F,d007,Sales,57043,9999-01-01
213061,Zeljko,Leuchs,M,d003,Human Resources,40000,9999-01-01
213065,Aris,Zweizig,F,d003,Human Resources,40000,9999-01-01
213066,Udi,Skogmar,F,d005,Development,40000,9999-01-01
213069,Sajjad,Mikschl,F,d002,Finance,53589,9999-01-01
213071,Jacqueline,Demian,M,d007,Sales,40000,9999-01-01
213073,Huai,Heemskerk,F,d005,Development,46858,9999-01-01
213083,Wonhee,Nishimukai,F,d001,Marketing,78667,9999-01-01
213090,Aleksandar,Sudkamp,F,d008,Research,40000,9999-01-01
213096,Mandell,Takanami,M,d007,Sales,60355,9999-01-01
213101,Sajjad,Benveniste,F,d004,Production,42562,9999-01-01
213105,Basim,Steenbeek,M,d004,Production,50295,9999-01-01
213126,Maia,Kolvik,F,d007,Sales,62165,9999-01-01
213144,Patricio,Luon,F,d007,Sales,94603,9999-01-01
213155,Mayuri,Kermarrec,M,d008,Research,53925,9999-01-01
212940,Nahid,Syrzycki,M,d005,Development,40000,9999-01-01
213164,Tadahiko,Maccarone,M,d005,Development,40000,9999-01-01
213174,Muneo,Poupard,M,d004,Production,45959,9999-01-01
213180,Aiman,Heuser,M,d004,Production,46415,9999-01-01
212946,Kwun,Eiter,M,d003,Human Resources,40000,9999-01-01
212950,Udi,Schiettecatte,F,d005,Development,48767,9999-01-01
212969,Tzu,Ecklund,F,d005,Development,40000,9999-01-01
213213,Zongyan,Rodite,M,d004,Production,60237,9999-01-01
213228,Itzchak,Iwayama,F,d007,Sales,57563,9999-01-01
212989,Kasturi,Billawala,F,d004,Production,64210,9999-01-01
213237,Radhika,Tagansky,M,d005,Development,50346,9999-01-01
213243,Shay,Marshall,M,d005,Development,50008,9999-01-01
212992,Xiong,Ferretti,F,d006,Quality Management,46681,9999-01-01
213001,Pragnesh,Cummings,F,d004,Production,40000,9999-01-01
213271,Djenana,Acton,M,d007,Sales,72791,9999-01-01
213275,Chenxi,Sankaranarayanan,F,d005,Development,49580,9999-01-01
213006,Gino,Biran,F,d004,Production,60804,9999-01-01
213010,Magy,Lupu,M,d004,Production,50252,9999-01-01
213293,Rafols,Streng,F,d008,Research,40000,9999-01-01
213387,Jacopo,England,M,d009,Customer Service,61176,9999-01-01
213305,Takahira,Farris,M,d007,Sales,68091,9999-01-01
213310,Quingbo,Apsitis,M,d004,Production,42002,9999-01-01
213312,Aron,McFarlan,F,d006,Quality Management,54703,9999-01-01
213327,Shiv,Alpin,M,d006,Quality Management,40000,9999-01-01
213393,Hauke,Rossi,F,d005,Development,43346,9999-01-01
213339,Zhigen,Slobodova,F,d004,Production,40000,9999-01-01
213342,Randy,Knightly,M,d005,Development,58687,9999-01-01
213401,Branimir,Gulak,F,d005,Development,40000,9999-01-01
213353,Diederik,Gecsel,F,d008,Research,68352,9999-01-01
213407,Gino,Mandell,M,d009,Customer Service,81139,9999-01-01
213357,Collette,Businaro,M,d004,Production,42262,9999-01-01
213360,Debaprosad,Antonakopoulos,F,d004,Production,64943,9999-01-01
213362,Emdad,Vendrig,F,d005,Development,57813,9999-01-01
213426,Demin,Lenart,F,d009,Customer Service,82945,9999-01-01
213455,Chenye,Lorho,M,d001,Marketing,77465,9999-01-01
213567,Pasqua,Redmiles,M,d004,Production,40000,9999-01-01
213480,Dinah,Srimani,M,d007,Sales,69864,9999-01-01
213592,Kwok,Schaaf,F,d006,Quality Management,45064,9999-01-01
213482,Huei,Chaudhury,M,d002,Finance,50845,9999-01-01
213623,Valeri,Hambrick,F,d008,Research,40000,9999-01-01
213490,Gino,Bugrara,M,d005,Development,52928,9999-01-01
213631,Yongmin,Beilner,M,d004,Production,69987,9999-01-01
213491,Sashi,Kaiser,M,d005,Development,44775,9999-01-01
213647,Douadi,Sethi,M,d001,Marketing,52648,9999-01-01
213508,Somnath,Binding,F,d005,Development,71099,9999-01-01
213662,Parke,Rosen,F,d005,Development,48265,9999-01-01
213667,Martina,Birch,M,d006,Quality Management,55288,9999-01-01
213513,Bluma,Zyda,M,d004,Production,48155,9999-01-01
213670,Fei,Dolinsky,M,d006,Quality Management,40000,9999-01-01
213525,Kamran,Hellwagner,F,d007,Sales,82437,9999-01-01
213526,Fox,Srimani,M,d001,Marketing,43307,9999-01-01
213529,Shaibal,Schusler,F,d004,Production,40000,9999-01-01
213558,Vidya,Gunderson,M,d004,Production,63918,9999-01-01
213734,Boaz,Sessa,M,d005,Development,56166,9999-01-01
213736,Selwyn,Reistad,F,d005,Development,40000,9999-01-01
213944,Goetz,Bondorf,F,d007,Sales,56986,9999-01-01
213756,Jaideep,Awdeh,F,d008,Research,40000,9999-01-01
213760,Moni,Greibach,F,d004,Production,55150,9999-01-01
213955,Gianluca,Shackel,M,d002,Finance,86201,9999-01-01
213778,Licheng,Pintelas,M,d003,Human Resources,40000,9999-01-01
213779,Shooichi,Improta,M,d002,Finance,60477,9999-01-01
213961,Jaideep,Weedon,F,d004,Production,40000,9999-01-01
213784,Premsyl,Takanami,F,d008,Research,44839,9999-01-01
213786,Adas,Deyuan,M,d007,Sales,84123,9999-01-01
213962,Pranjal,Rahier,M,d007,Sales,59793,9999-01-01
213798,Dzung,Randt,M,d004,Production,52599,9999-01-01
213801,Aruna,Alameldin,M,d007,Sales,75543,9999-01-01
213964,Shawna,Limongiello,M,d007,Sales,63483,9999-01-01
213810,Chuanti,Sommen,M,d008,Research,65919,9999-01-01
213965,Ramalingam,Denny,M,d003,Human Resources,40000,9999-01-01
213823,Shih,Lorho,F,d004,Production,47683,9999-01-01
213966,Mayumi,Schade,M,d005,Development,40000,9999-01-01
213826,Subhash,Chenoweth,M,d004,Production,71478,9999-01-01
213976,Leah,Sidou,M,d004,Production,42981,9999-01-01
213834,Shuji,Impagliazzo,M,d007,Sales,84566,9999-01-01
213839,Danny,Kakkar,F,d007,Sales,55963,9999-01-01
213843,Chaoyi,Plump,M,d007,Sales,91586,9999-01-01
213978,Jaewon,Eterovic,M,d005,Development,57074,9999-01-01
213849,Annemarie,Gilg,F,d005,Development,42930,9999-01-01
213851,Vivian,Fairtlough,F,d005,Development,48654,9999-01-01
213981,Kazuyasu,Melski,F,d007,Sales,82873,9999-01-01
213863,Nimmagadda,Saoudi,M,d004,Production,42252,9999-01-01
213991,Miyeon,Erbe,M,d001,Marketing,66643,9999-01-01
213864,Marl,Isard,F,d007,Sales,56780,9999-01-01
213867,Leni,Thimonier,F,d003,Human Resources,40000,9999-01-01
213997,Kerhong,Lambe,M,d005,Development,47515,9999-01-01
214008,Zhigen,Thimonier,M,d004,Production,41736,9999-01-01
213904,Mari,Kropatsch,M,d008,Research,53772,9999-01-01
213906,Sven,Gerteisen,M,d001,Marketing,65282,9999-01-01
214010,Steen,Melski,F,d004,Production,40000,9999-01-01
214024,Zhilian,Kroll,F,d004,Production,70765,9999-01-01
213935,Rosita,Kaminger,M,d005,Development,74775,9999-01-01
214121,Saddek,Luks,F,d004,Production,44346,9999-01-01
214144,Duke,Oppitz,M,d004,Production,40000,9999-01-01
214145,Steen,Ravishankar,M,d003,Human Resources,46858,9999-01-01
214161,Tsz,Strehl,F,d003,Human Resources,40000,9999-01-01
214166,Goncalo,Worfolk,M,d004,Production,74831,9999-01-01
214167,Zvonko,Reinhart,M,d003,Human Resources,40000,9999-01-01
214171,Sergi,Saoudi,M,d004,Production,40000,9999-01-01
214183,Nathalie,Parfitt,F,d007,Sales,67539,9999-01-01
214189,Panayotis,Junot,M,d004,Production,40000,9999-01-01
214033,Genevieve,Junet,F,d001,Marketing,40000,9999-01-01
214204,Alexius,Glowinski,F,d007,Sales,68265,9999-01-01
214059,Shahar,McFarlin,F,d004,Production,55646,9999-01-01
214211,Miomir,Peres,F,d005,Development,56701,9999-01-01
214216,Stabislas,Billawala,M,d005,Development,40000,9999-01-01
214071,Jordanka,Goldhammer,F,d004,Production,61772,9999-01-01
214241,Toshimo,Strandh,M,d004,Production,66193,9999-01-01
214252,Katsuo,Granlund,M,d007,Sales,66474,9999-01-01
214078,Surveyors,Merli,M,d001,Marketing,76255,9999-01-01
214261,Terresa,Munch,M,d008,Research,40000,9999-01-01
214090,Tsvetan,Janocha,M,d003,Human Resources,48431,9999-01-01
214097,Hideyuki,Kroon,M,d002,Finance,56332,9999-01-01
214302,Xiadong,Siegrist,M,d006,Quality Management,40000,9999-01-01
214099,Holgard,Prenel,F,d005,Development,59556,9999-01-01
214108,Chiradeep,Ellozy,F,d002,Finance,57811,9999-01-01
214307,Adam,Lamma,M,d005,Development,40000,9999-01-01
214491,Ulf,Cromarty,M,d004,Production,67347,9999-01-01
214311,Bodh,Potthoff,M,d008,Research,45876,9999-01-01
214317,Thodoros,Kugler,M,d008,Research,46339,9999-01-01
214327,Jaewoo,Solares,F,d009,Customer Service,40000,9999-01-01
214496,Gunilla,Halevi,M,d001,Marketing,59471,9999-01-01
214506,Vishv,Fortenbacher,F,d004,Production,57597,9999-01-01
214357,Uno,Coney,F,d004,Production,40000,9999-01-01
214358,Ravishankar,Pileggi,M,d003,Human Resources,40055,9999-01-01
214508,Arvin,Limongiello,M,d005,Development,46685,9999-01-01
214364,Kwangho,Siksek,M,d001,Marketing,61151,9999-01-01
214511,Masaki,Marquardt,F,d005,Development,40000,9999-01-01
214376,Jingling,Krogh,M,d005,Development,40000,9999-01-01
214522,Otmar,Flanders,F,d005,Development,40000,9999-01-01
214385,Mechthild,Yemenis,M,d008,Research,67345,9999-01-01
214394,Faiza,DeMori,F,d002,Finance,48534,9999-01-01
214535,Sampalli,Demir,F,d004,Production,40000,9999-01-01
214401,Jiakeng,Sanella,M,d004,Production,57072,9999-01-01
214540,Boaz,Butner,M,d007,Sales,41346,9999-01-01
214414,Xuedong,Koyama,F,d005,Development,66496,9999-01-01
214556,Yinghua,Tagansky,F,d009,Customer Service,40000,9999-01-01
214430,Kirk,Hofman,M,d004,Production,53401,9999-01-01
214436,Ashish,Panangaden,M,d007,Sales,77215,9999-01-01
214441,Padma,Sgarro,F,d001,Marketing,67417,9999-01-01
214445,Shaw,Decleir,M,d005,Development,40000,9999-01-01
214560,Pradeep,Erez,M,d001,Marketing,49792,9999-01-01
214446,Barry,Mersereau,M,d004,Production,71698,9999-01-01
214448,Gay,Baby,M,d005,Development,49449,9999-01-01
214563,Basil,Ramras,F,d005,Development,51422,9999-01-01
214451,Tristan,Scallan,M,d008,Research,80944,9999-01-01
214591,Mohua,Luders,F,d001,Marketing,45449,9999-01-01
214605,Mario,Rosenbaum,M,d004,Production,40000,9999-01-01
214616,Phillip,Paciorek,M,d005,Development,48421,9999-01-01
214681,Edwin,Dulli,M,d004,Production,50591,9999-01-01
214682,Jaroslava,Neimat,F,d007,Sales,96068,9999-01-01
214622,Shaw,Peha,F,d007,Sales,74203,9999-01-01
214693,Garnet,Kuzuoka,M,d005,Development,40000,9999-01-01
214657,Yurii,Papsdorf,M,d006,Quality Management,47761,9999-01-01
214706,Marlo,Kitai,F,d007,Sales,53516,9999-01-01
214716,Hironobu,Makrucki,M,d007,Sales,69425,9999-01-01
214719,Tristan,Skrikant,M,d004,Production,46065,9999-01-01
214727,Berthier,Koprowski,F,d004,Production,40000,9999-01-01
214663,Bangqing,Baez,F,d005,Development,61240,9999-01-01
214738,Caolyn,Cunliffe,M,d005,Development,61076,9999-01-01
214741,Xiahua,Piazza,F,d005,Development,47215,9999-01-01
214665,Mana,Eickenmeyer,F,d005,Development,44406,9999-01-01
214746,Mohan,Ishibashi,M,d008,Research,40000,9999-01-01
214753,Stafford,dAstous,F,d005,Development,40000,9999-01-01
214674,Zissis,Saoudi,F,d002,Finance,68262,9999-01-01
214758,Remmert,Bruckman,M,d006,Quality Management,40000,9999-01-01
214765,Jongsuk,Keustermans,F,d008,Research,50057,9999-01-01
214862,Ziva,Basagni,F,d008,Research,74143,9999-01-01
214768,Yakichi,Guardalben,F,d006,Quality Management,53861,9999-01-01
214779,Denis,Nitsche,M,d008,Research,50619,9999-01-01
214785,Arif,Sigstam,M,d008,Research,51268,9999-01-01
214874,Hironoby,Ventosa,M,d001,Marketing,48451,9999-01-01
214788,Sadun,Zschoche,F,d005,Development,53892,9999-01-01
214791,Mana,Ligten,M,d005,Development,42838,9999-01-01
214794,Val,Ibel,M,d007,Sales,76281,9999-01-01
214796,Leah,Cronau,M,d007,Sales,77345,9999-01-01
214876,Shuho,Domenig,M,d008,Research,40000,9999-01-01
214811,Serap,Kalloufi,M,d004,Production,42030,9999-01-01
214812,Marl,Nannarelli,M,d003,Human Resources,50691,9999-01-01
214892,Shim,Ducloy,M,d003,Human Resources,40000,9999-01-01
214823,Aleksandar,Azulay,F,d005,Development,53102,9999-01-01
214826,Susuma,Merey,M,d004,Production,40000,9999-01-01
214920,Ipke,Caine,M,d008,Research,48323,9999-01-01
214858,Yongdong,Kushner,F,d005,Development,40000,9999-01-01
214921,Hsiangchu,Byoun,F,d004,Production,51987,9999-01-01
214935,Makato,Hiroyama,M,d004,Production,40000,9999-01-01
214954,Marko,Mandell,M,d004,Production,40000,9999-01-01
215055,Percy,Percebois,M,d005,Development,54947,9999-01-01
214955,Yunming,Puppo,F,d002,Finance,88550,9999-01-01
214960,Yolla,Koblick,M,d007,Sales,52879,9999-01-01
215102,Horward,Puoti,F,d002,Finance,74527,9999-01-01
215104,Giap,Guting,F,d007,Sales,64016,9999-01-01
214965,Toshiki,Zeleznik,M,d005,Development,67789,9999-01-01
215109,Irena,Matzke,F,d001,Marketing,40000,9999-01-01
215111,Sajjad,Dahlbom,M,d005,Development,64669,9999-01-01
215116,Val,Holburn,M,d006,Quality Management,55843,9999-01-01
214970,Arfst,Belinskaya,M,d007,Sales,91368,9999-01-01
215123,Sangeeta,Angelopoulos,M,d007,Sales,75252,9999-01-01
215124,Gaetan,Waschkowski,M,d002,Finance,53301,9999-01-01
215132,Karoline,Perz,M,d005,Development,40000,9999-01-01
215142,Danil,Kushner,M,d009,Customer Service,59412,9999-01-01
215155,Hideyuki,Erdi,M,d005,Development,60531,9999-01-01
215156,Kensei,Conti,M,d005,Development,40000,9999-01-01
215168,Houman,Hellwagner,M,d007,Sales,61126,9999-01-01
215172,Sukumar,Vigier,M,d005,Development,49864,9999-01-01
215177,Siamak,Tomescu,F,d009,Customer Service,40000,9999-01-01
215179,Aleksander,Soicher,M,d001,Marketing,56307,9999-01-01
215188,Temple,Zhiwei,F,d004,Production,40000,9999-01-01
215212,Sigeru,Birnbaum,F,d005,Development,66089,9999-01-01
215218,Shiv,Cappello,M,d007,Sales,41418,9999-01-01
215228,Annemarie,Rando,M,d008,Research,40000,9999-01-01
214973,Susanta,Conde,M,d005,Development,46966,9999-01-01
214984,Tomofumi,Yurov,F,d007,Sales,50677,9999-01-01
215233,Constantijn,Schiettecatte,M,d008,Research,40000,9999-01-01
215244,Duangkaew,Farrow,F,d005,Development,43220,9999-01-01
215247,Tonny,Hellwagner,M,d007,Sales,89998,9999-01-01
215248,Dmitri,Sinicrope,M,d004,Production,46523,9999-01-01
215007,Georgy,Radwan,M,d001,Marketing,56493,9999-01-01
215262,Naraig,Meszaros,F,d005,Development,54118,9999-01-01
215277,Ewing,Bach,F,d007,Sales,66950,9999-01-01
215008,Mechthild,Alpin,M,d006,Quality Management,56002,9999-01-01
215281,Tomofumi,Onuegbe,F,d004,Production,60176,9999-01-01
215282,Panayotis,Stasinski,M,d007,Sales,72349,9999-01-01
215016,Uinam,Sullins,M,d004,Production,40000,9999-01-01
215285,Kazuhira,Osgood,M,d007,Sales,61939,9999-01-01
215289,Eckart,Anger,M,d008,Research,49356,9999-01-01
215291,Haldun,Raoux,M,d005,Development,50804,9999-01-01
215021,Horward,Staylopatis,F,d005,Development,72531,9999-01-01
215310,Sampalli,Dalton,M,d004,Production,40000,9999-01-01
215029,Basant,Brender,M,d003,Human Resources,43444,9999-01-01
215326,Danae,Furudate,M,d001,Marketing,58948,9999-01-01
215039,Boutros,Stellhorn,M,d005,Development,42497,9999-01-01
215329,Gregory,Doering,M,d005,Development,51181,9999-01-01
215335,Shuky,Kalafatis,F,d004,Production,71394,9999-01-01
215338,Hidde,Rodier,F,d006,Quality Management,40000,9999-01-01
215438,Bernd,Magalhaes,F,d005,Development,48133,9999-01-01
215345,Toshimori,Hertweck,F,d009,Customer Service,52290,9999-01-01
215355,Amabile,Pehl,F,d005,Development,46588,9999-01-01
215360,Francesca,Meszaros,M,d008,Research,70479,9999-01-01
215370,Kristina,Leuchs,F,d003,Human Resources,40000,9999-01-01
215371,Yahiko,Chinin,M,d001,Marketing,91866,9999-01-01
215373,Barry,Simmel,M,d004,Production,40000,9999-01-01
215374,Hatim,Szilard,M,d004,Production,40000,9999-01-01
215467,Xinyu,Capobianchi,M,d008,Research,40000,9999-01-01
215379,Martina,Muntz,F,d005,Development,42170,9999-01-01
215383,Xuejun,Kushner,M,d003,Human Resources,40000,9999-01-01
215402,Sanjiv,Prochazka,F,d007,Sales,64432,9999-01-01
215471,Nechama,Dehkordi,M,d004,Production,40000,9999-01-01
215480,Guther,Perly,M,d005,Development,67527,9999-01-01
215482,Samphel,Peac,M,d007,Sales,83478,9999-01-01
215483,Tayeb,Schieder,F,d002,Finance,64051,9999-01-01
215499,Boriana,Cherinka,F,d005,Development,44326,9999-01-01
215616,Sachar,Aloisi,M,d005,Development,40000,9999-01-01
215620,Aiichiro,Baik,M,d004,Production,40000,9999-01-01
215626,Murthy,Schusler,M,d004,Production,40000,9999-01-01
215511,Jaroslava,Waterhouse,F,d005,Development,40000,9999-01-01
215643,Nidapan,Staelin,M,d005,Development,40000,9999-01-01
215513,Sigeru,Litzkow,F,d001,Marketing,73090,9999-01-01
215648,Jeanna,Jahnichen,M,d004,Production,40000,9999-01-01
215523,Feixiong,Emmerich,M,d007,Sales,59445,9999-01-01
215654,Zvonko,Jakobus,F,d005,Development,40000,9999-01-01
215656,Shawna,Sankaranarayanan,M,d001,Marketing,40000,9999-01-01
215549,Mara,Georgatos,F,d009,Customer Service,40000,9999-01-01
215664,Aleksandar,Verhoeff,F,d002,Finance,71444,9999-01-01
215680,Lokesh,Billingsley,M,d005,Development,40000,9999-01-01
215685,Filipe,Nooteboom,M,d004,Production,51499,9999-01-01
215567,Gennady,Bernick,M,d009,Customer Service,58295,9999-01-01
215693,Hidefumi,Emmart,M,d005,Development,43705,9999-01-01
215695,Jasminko,Wendorf,M,d005,Development,40000,9999-01-01
215696,Nigel,Iisaka,M,d007,Sales,69942,9999-01-01
215697,Tooru,Bardell,F,d005,Development,42622,9999-01-01
215575,Tran,Hofting,M,d005,Development,65409,9999-01-01
215713,Radhakrishnan,Engberts,M,d001,Marketing,44365,9999-01-01
215718,Weiwu,Luan,M,d002,Finance,46731,9999-01-01
215576,Takushi,Anger,F,d007,Sales,93415,9999-01-01
215726,Khosrow,Michaels,M,d008,Research,40000,9999-01-01
